Entity,Year,"Expenditure per student as % of GDP (primary), 1974-2014 - World Bank","Teacher-pupil ratio (primary), 1970-2014 - World Bank","Pri - Government expenditure per student, primary (% of GDP per capita)","Sec - Government expenditure per student, secondary (% of GDP per capita)","Tert - Government expenditure per student, tertiary (% of GDP per capita)",Total Government Expenditure on Education,Share of Education in Government Expenditure,Expenditure on primary as % of government expenditure on education
Sao Tome and Principe,1985,,30.97292,,,,,,
Sao Tome and Principe,1987,,29.63415,,,,,,
Sao Tome and Principe,1988,,29.375,,,,,,
Sao Tome and Principe,1990,,35.45975,,,,,,
Sao Tome and Principe,1996,,32.94044,,,,,,
Sao Tome and Principe,1999,,36.01364,,,,,,
Sao Tome and Principe,2002,,32.66742,,,,2.73836,6.42829,
Sao Tome and Principe,2003,,,,,,3.27162,6.68909,
Sao Tome and Principe,2004,,32.06028,,,,3.34744,5.84991,
Sao Tome and Principe,2005,,30.77576,,,,5.37622,12.12649,
Sao Tome and Principe,2006,,,,,,4.51109,9.69203,
Sao Tome and Principe,2007,,,,,,6.49984,16.65969,
Sao Tome and Principe,2008,,,,,,5.69243,18.24332,
Sao Tome and Principe,2009,,26.17273,,,,10.20764,20.55948,
Sao Tome and Principe,2010,,,,,,9.47942,19.3236,
Sao Tome and Principe,2011,,29.79713,,,,,,
Sao Tome and Principe,2012,,28.65004,,,,6.08027,13.71965,51.52398
Sao Tome and Principe,2013,,31.37579,,,,5.79135,18.82657,53.29614
Sao Tome and Principe,2014,,32.50382,,,,3.90599,12.30941,55.81724
Samoa,1970,,23.27498,,,,,,
Samoa,1971,,26.65528,,,,,,
Samoa,1972,,22.65699,,,,,,
Samoa,1973,,27.10979,,,,,,
Samoa,1975,,23.43092,,,,,,
Samoa,1976,,21.69213,,,,,,
Samoa,1977,,21.55795,,,,,,
Samoa,1978,,19.68389,,,,,,
Samoa,1979,,20.06104,,,,,,
Samoa,1980,,19.74131,,,,,,
Samoa,1981,,21.4868,,,,,,
Samoa,1982,,18.47466,,,,,,
Samoa,1983,,17.93542,,,,,,
Samoa,1986,,17.81668,,,,,,
Samoa,1995,,18.43797,,,,,,
Samoa,1996,,18.26302,,,,,,
Samoa,1999,8.11587,24.00792,8.11587,8.91296,188.77881,4.01625,13.41717,32.0545
Samoa,2000,7.20852,24.01542,7.20852,8.45428,121.10634,3.58293,10.4613,31.60662
Samoa,2001,8.63911,25.04545,8.63911,9.19075,187.77023,3.82629,12.77033,36.23877
Samoa,2002,10.57399,27.23461,10.57399,,,3.84139,12.7938,45.78623
Samoa,2007,,32.81848,,,,,,
Samoa,2008,,,,,,5.14421,16.06423,
Samoa,2009,,31.69124,,,,,,
Samoa,2010,,30.23604,,,,,,
Serbia,2007,53.79242,17.04045,53.79242,13.12568,36.0572,4.51091,10.39359,48.1122
Serbia,2008,56.39391,16.58853,56.39391,13.4932,39.75201,4.70663,10.83843,47.23863
Serbia,2009,58.06676,16.18402,58.06676,13.58941,40.75069,4.75188,10.93675,47.13679
Serbia,2010,54.15722,16.35445,54.15722,13.16498,42.88751,4.58655,10.51358,45.85546
Serbia,2011,50.95265,15.48102,50.95265,13.05734,41.516,4.49298,10.60352,45.2564
Serbia,2012,,15.63411,,,40.06309,4.42658,9.59923,
Serbia,2013,,15.15704,,,,,,
Senegal,1971,,45.23103,,,,,,
Senegal,1972,,44.08834,,,,,,
Senegal,1973,,45.99383,,,,,,
Senegal,1974,,40.76164,,,,,,
Senegal,1975,,41.51319,,,,,,
Senegal,1976,,41.16576,,,,,,
Senegal,1977,,43.3411,,,,,,
Senegal,1978,,42.33875,,,,,,
Senegal,1979,,42.92144,,,,,,
Senegal,1980,,42.76978,,,,,,
Senegal,1981,,45.7491,,,,,,
Senegal,1982,,42.76204,,,,,,
Senegal,1983,,43.5987,,,,,,
Senegal,1984,,41.23968,,,,,,
Senegal,1985,,46.10986,,,,,,
Senegal,1986,,46.49176,,,,,,
Senegal,1987,,50.79365,,,,,,
Senegal,1988,,53.57222,,,,,,
Senegal,1989,,51.24208,,,,,,
Senegal,1990,,57.58706,,,,,,
Senegal,1991,,52.89294,,,,,,
Senegal,1992,,58.94987,,,,,,
Senegal,1993,,58.18609,,,,,,
Senegal,1994,,57.74123,,,,,,
Senegal,1995,,59.73722,,,,,,
Senegal,1996,,58.20279,,,,,,
Senegal,1997,,57.63011,,,,,,
Senegal,1998,11.67267,55.87384,11.67267,35.20068,,3.2003,18.73254,39.8846
Senegal,1999,,48.60013,,,,3.15144,16.82036,
Senegal,2000,,50.91758,,,,3.15748,17.61849,
Senegal,2001,,50.83597,,,,3.29467,15.72974,
Senegal,2002,,48.89238,,,,3.39194,16.72192,
Senegal,2003,,46.04819,,,,3.50941,16.11751,
Senegal,2004,,43.20416,,,,3.85473,16.96225,
Senegal,2005,16.76171,41.67137,16.76171,31.97518,215.20953,5.13696,21.77104,41.80923
Senegal,2006,16.99437,38.531,16.99437,31.25658,207.71262,4.7723,17.95464,45.30008
Senegal,2007,,34.20976,,,,,,
Senegal,2008,17.15226,36.43514,17.15226,25.54126,165.99683,5.04807,19.22612,44.92799
Senegal,2009,18.34218,34.65629,18.34218,,168.5419,5.53451,20.88079,43.51306
Senegal,2010,16.9638,33.65179,16.9638,28.95459,193.47615,5.59998,20.72314,39.6478
Senegal,2011,,32.93963,,,,,,
Senegal,2012,,31.68179,,,,,,
Senegal,2014,,31.58513,,,,,,
Saudi Arabia,1979,,18.74671,,,,,,
Saudi Arabia,1996,,,,,,4.97447,,
Saudi Arabia,1997,,,,,,4.60518,12.29582,
Saudi Arabia,1998,,,,,91.73734,8.33827,23.98243,
Saudi Arabia,1999,,,,,,7.10566,23.3294,
Saudi Arabia,2000,,,,,,5.94348,17.83659,
Saudi Arabia,2001,,,,,,7.76633,20.89614,
Saudi Arabia,2002,,,,,,7.67961,21.29412,
Saudi Arabia,2003,,,,,,7.14598,21.45522,
Saudi Arabia,2004,,,,,,6.27747,20.18866,
Saudi Arabia,2005,,11.33458,,,,5.43092,19.29229,
Saudi Arabia,2006,,,,,,5.89117,21.60387,
Saudi Arabia,2007,18.17398,11.22689,18.17398,18.11314,,,,
Saudi Arabia,2008,,10.75323,,,,5.13781,19.25742,
Saudi Arabia,2009,,11.43193,,,,,,
Saudi Arabia,2010,,11.15436,,,,,,
Saudi Arabia,2011,,11.01062,,,,,,
Saudi Arabia,2012,,10.88712,,,,,,
Saudi Arabia,2013,,10.5435,,,,,,
Saudi Arabia,2014,,10.75887,,,,,,
Singapore,1970,,29.65315,,,,,,
Singapore,1971,,29.91525,,,,,,
Singapore,1972,,32.67158,,,,,,
Singapore,1973,,31.00889,,,,,,
Singapore,1974,,30.75248,,,,,,
Singapore,1975,,30.47239,,,,,,
Singapore,1976,,29.84477,,,,,,
Singapore,1977,,29.61324,,,,,,
Singapore,1978,,28.71383,,,,,,
Singapore,1979,,27.72198,,,,,,
Singapore,1980,,30.82764,,,,,,
Singapore,1981,,30.00305,,,,,,
Singapore,1982,,27.88061,,,,,,
Singapore,1983,,29.31156,,,,,,
Singapore,1984,,27.08295,,,,,,
Singapore,1985,,26.832,,,,,,
Singapore,1986,,26.19057,,,,,,
Singapore,1987,,25.64987,,,,,,
Singapore,1988,,26.0259,,,,,,
Singapore,1989,,25.78846,,,,,,
Singapore,1990,,25.77773,,,,,,
Singapore,1991,,26.44377,,,,,,
Singapore,1992,,25.77532,,,,,,
Singapore,1993,,24.41733,,,,,,
Singapore,1994,,23.7939,,,,,,
Singapore,1995,,25.26535,,,,,,
Singapore,1996,,25.39725,,,,,,
Singapore,2000,,,,,,3.32136,14.15517,
Singapore,2001,,,,,,3.55138,18.10959,
Singapore,2002,,,,,,3.90063,17.6956,
Singapore,2003,,,,,,4.00778,22.67977,
Singapore,2004,,,,,,3.67701,26.36067,
Singapore,2005,,,,,,3.21966,23.8523,
Singapore,2006,,,,,,2.86787,23.10702,
Singapore,2007,,20.42332,,,,2.96336,22.50065,
Singapore,2008,9.51726,19.30461,9.51726,14.06672,,2.77936,22.8247,22.46982
Singapore,2009,10.58553,17.43929,10.58553,15.74987,27.49981,3.03184,17.52529,21.6226
Singapore,2010,10.96166,,10.96166,16.68477,27.3653,3.10836,16.55659,20.82998
Singapore,2011,,,,,26.05245,3.07419,20.61663,20.24218
Singapore,2012,,,,,26.05204,3.11531,20.94088,20.56534
Singapore,2013,,,,,22.59492,2.90507,19.92994,21.98366
Sierra Leone,1971,,32.30397,,,,,,
Sierra Leone,1972,,31.55171,,,,,,
Sierra Leone,1975,,31.98598,,,,,,
Sierra Leone,1976,,32.30974,,,,,,
Sierra Leone,1977,,32.16141,,,,,,
Sierra Leone,1978,,32.14094,,,,,,
Sierra Leone,1980,,33.67513,,,,,,
Sierra Leone,1981,,33.07567,,,,,,
Sierra Leone,1982,,34.58384,,,,,,
Sierra Leone,1983,,33.50493,,,,,,
Sierra Leone,1984,,33.74361,,,,,,
Sierra Leone,1985,,34.05845,,,,,,
Sierra Leone,1986,,38.91197,,,,,,
Sierra Leone,1988,,30.95381,,,,,,
Sierra Leone,1989,,30.13636,,,,,,
Sierra Leone,1990,,34.6766,,,,,,
Sierra Leone,1991,,33.86415,,,,,,
Sierra Leone,2000,,,,,,4.94937,20.7313,
Sierra Leone,2001,,37.2644,,,,3.46767,17.9708,
Sierra Leone,2002,,,,,,3.58631,17.70319,
Sierra Leone,2003,,,,,,3.29477,17.31936,
Sierra Leone,2004,,,,,,3.14475,17.1488,
Sierra Leone,2005,,,,,,2.83588,15.50661,
Sierra Leone,2007,,,,,,2.55851,19.75022,52.04204
Sierra Leone,2008,,,,,,2.41317,14.93093,50.16805
Sierra Leone,2009,,,,,,2.77814,15.89641,48.89005
Sierra Leone,2010,,,,,,2.58864,12.80193,50.72296
Sierra Leone,2011,6.92815,31.33123,6.92815,11.73788,,2.67841,12.41147,52.55665
Sierra Leone,2012,7.31578,32.99373,7.31578,11.10933,,2.8817,14.12596,49.53167
Sierra Leone,2013,6.4826,34.83163,6.4826,9.15643,,2.37598,15.20228,48.85806
Sierra Leone,2014,,,,,,2.72976,15.09175,43.09439
Seychelles,1970,,24.20997,,,,,,
Seychelles,1971,,24.79898,,,,,,
Seychelles,1972,,24.63081,,,,,,
Seychelles,1973,,24.40618,,,,,,
Seychelles,1974,,24.89183,,,,,,
Seychelles,1975,,23.90654,,,,,,
Seychelles,1976,,22.87356,,,,,,
Seychelles,1978,,23.70726,,,,,,
Seychelles,1979,,24.63704,,,,,,
Seychelles,1993,,18.01642,,,,,,
Seychelles,1994,,16.85544,,,,,,
Seychelles,1995,,16.92637,,,,,,
Seychelles,1996,,17.13345,,,,7.77922,,
Seychelles,1997,,15.3981,,,,,,
Seychelles,1998,8.61042,14.84451,8.61042,24.02645,,5.99207,9.87257,17.74752
Seychelles,1999,,14.56158,,,,5.261,9.37376,
Seychelles,2000,,14.65643,,,,,,
Seychelles,2001,,13.73876,,,,,,
Seychelles,2002,14.46023,13.886,14.46023,14.50347,,5.19333,9.22016,32.01208
Seychelles,2003,15.41287,14.04,15.41287,15.80979,,5.37493,12.0432,32.82093
Seychelles,2004,,13.51442,,,,,,
Seychelles,2005,,13.71684,,,,,,
Seychelles,2006,,,,,,4.77012,10.95452,
Seychelles,2007,,12.46695,,,,,,
Seychelles,2008,,13.05075,,,,,,
Seychelles,2009,,13.82051,,,,,,
Seychelles,2010,,12.54703,,,,,,
Seychelles,2011,8.74089,13.25457,8.74089,6.78748,545.70929,3.60646,10.38641,23.95993
Seychelles,2012,,12.55556,,,,,,
Seychelles,2013,,13.13464,,,,,,
Slovenia,1993,,17.59747,,,,,,
Slovenia,1994,,15.67941,,,,,,
Slovenia,1995,,15.07139,,,,,,
Slovenia,1996,,13.99306,,,,,,
Slovenia,1998,,13.74634,,,,,,
Slovenia,1999,,14.12375,,,,,,
Slovenia,2001,25.65302,12.99654,25.65302,25.1071,27.27497,5.75708,13.81725,19.32354
Slovenia,2002,27.4273,12.4976,27.4273,24.05205,25.075,5.65512,13.72527,20.91726
Slovenia,2003,28.38557,12.65035,28.38557,24.32286,24.99642,5.69129,13.69596,21.76347
Slovenia,2004,,15.09636,,,24.43072,5.63518,13.49902,
Slovenia,2005,,15.13255,,,21.91823,5.58241,13.29055,
Slovenia,2006,,15.18873,,,21.2182,5.57559,13.3197,
Slovenia,2007,,17.64818,,,20.71162,5.10509,12.89666,
Slovenia,2008,,17.44067,,,20.82911,5.10609,12.54904,
Slovenia,2009,,17.15585,,,24.07962,5.56859,12.30418,
Slovenia,2010,30.44159,17.01688,30.44159,30.56976,23.87561,5.56756,12.08019,28.52712
Slovenia,2011,30.0312,16.7077,30.0312,30.8222,25.82737,5.56985,12.07168,28.08915
Slovenia,2012,,16.78039,,,,5.65882,12.63184,27.77726
Slovenia,2013,,16.8859,,,,,,
Slovakia,1993,,22.10757,,,,,,
Slovakia,1994,,22.39318,,,,,,
Slovakia,1995,,21.97551,,,,,,
Slovakia,1996,,,,,,4.13969,,
Slovakia,1997,,,,,,4.12943,8.55968,
Slovakia,1998,,19.30652,,,,,,
Slovakia,1999,10.01657,18.76821,10.01657,18.14414,32.3559,4.1133,8.61408,14.28788
Slovakia,2000,10.54975,17.57749,10.54975,15.85363,28.21017,3.87263,7.47054,15.64118
Slovakia,2001,10.52135,19.70391,10.52135,16.38022,30.25058,3.94239,8.89935,14.89417
Slovakia,2002,11.01883,19.11084,11.01883,18.23288,30.22759,4.24367,9.47443,13.72957
Slovakia,2003,12.52616,18.39264,12.52616,17.07924,28.12937,4.21008,10.63662,14.95036
Slovakia,2004,11.58185,17.67725,11.58185,16.48008,31.33031,4.10176,10.93355,13.39768
Slovakia,2005,14.30588,17.50733,14.30588,14.93313,23.42616,3.76648,9.5924,17.14019
Slovakia,2006,14.9505,17.20096,14.9505,14.49816,23.91504,3.72126,9.67682,17.59988
Slovakia,2007,15.23351,15.34656,15.23351,14.38023,19.04183,3.54054,9.81596,18.45534
Slovakia,2008,15.2573,16.61387,15.2573,14.73024,17.88607,3.54412,9.66711,17.98809
Slovakia,2009,18.31604,15.71918,18.31604,17.95265,18.25046,4.02503,9.18133,18.40057
Slovakia,2010,21.69566,15.24042,21.69566,19.05202,18.67291,4.13874,9.85753,20.6537
Slovakia,2011,19.60207,15.07841,19.60207,18.10269,22.23702,3.98871,9.83438,19.04558
Slovakia,2012,19.09286,14.94005,19.09286,18.432,23.07817,3.93731,9.79439,18.77111
Slovakia,2013,,15.04676,,,,,,
Solomon Islands,1970,,24.0339,,,,,,
Solomon Islands,1971,,23.72075,,,,,,
Solomon Islands,1972,,23.50184,,,,,,
Solomon Islands,1973,,23.38419,,,,,,
Solomon Islands,1974,,26.78439,,,,,,
Solomon Islands,1975,,26.34827,,,,,,
Solomon Islands,1976,,25.49151,,,,,,
Solomon Islands,1977,,24.68662,,,,,,
Solomon Islands,1978,,26.48416,,,,,,
Solomon Islands,1979,,25.32676,,,,,,
Solomon Islands,1980,,25.14808,,,,,,
Solomon Islands,1981,,24.98121,,,,,,
Solomon Islands,1982,,25.53461,,,,,,
Solomon Islands,1983,,25.14604,,,,,,
Solomon Islands,1984,,24.42839,,,,,,
Solomon Islands,1985,,25.87968,,,,,,
Solomon Islands,1986,,21.39697,,,,,,
Solomon Islands,1990,,19.37241,,,,,,
Solomon Islands,1991,,20.51926,,,,,,
Solomon Islands,1992,,21.41365,,,,,,
Solomon Islands,1993,,24.29529,,,,,,
Solomon Islands,1994,,24.06245,,,,,,
Solomon Islands,1998,,,,,,2.24871,13.11648,
Solomon Islands,1999,,19.24884,,,,,,
Solomon Islands,2007,,,,,,9.87995,22.16813,
Solomon Islands,2008,,,,,,8.79999,18.8434,
Solomon Islands,2009,,,,,,8.97326,16.78565,
Solomon Islands,2010,,24.88515,,,,10.00108,17.47849,
Solomon Islands,2011,,24.29012,,,,,,
Solomon Islands,2012,,23.82519,,,,,,
Solomon Islands,2013,,20.59775,,,,,,
South Africa,1977,,29.46956,,,,,,
South Africa,1978,,28.47888,,,,,,
South Africa,1979,,27.7827,,,,,,
South Africa,1991,,26.66773,,,,,,
South Africa,1994,,37.27042,,,,,,
South Africa,1995,,36.2809,,,,,,
South Africa,1996,,,,,,5.57576,,
South Africa,1997,,44.53891,,,,,,
South Africa,1999,13.84696,35.93639,13.84696,19.53683,,5.87522,,44.99376
South Africa,2000,13.52514,34.90296,13.52514,17.26693,,5.44358,,45.93262
South Africa,2001,13.49527,38.89617,13.49527,17.05531,,5.15949,20.47205,44.25636
South Africa,2002,13.54932,35.28227,13.54932,16.73505,,5.06623,20.0957,44.14791
South Africa,2003,12.37493,35.37191,12.37493,17.95417,,4.86485,19.5923,41.69572
South Africa,2004,12.65899,35.54274,12.65899,18.73439,,5.06891,19.93463,40.44617
South Africa,2005,13.64976,31.39262,13.64976,16.77892,,5.06319,19.92499,42.94778
South Africa,2006,14.81127,33.04696,14.81127,16.03456,,5.07257,19.68185,45.1061
South Africa,2007,13.91261,33.19107,13.91261,16.78564,,4.97414,18.38215,42.29146
South Africa,2008,13.18911,32.71282,13.18911,15.29728,,4.86601,17.90631,40.73365
South Africa,2009,14.7175,33.57812,14.7175,17.12078,,5.24869,18.30626,41.09463
South Africa,2010,17.06055,32.68972,17.06055,19.21367,,5.72174,18.04437,42.46292
South Africa,2011,17.45926,32.59666,17.45926,21.25788,,5.96275,18.92162,40.49419
South Africa,2012,18.83745,32.93793,18.83745,20.8874,,6.36892,20.62222,39.91602
South Africa,2013,,32.02921,,,38.73245,5.99752,19.15533,
South Africa,2014,,,,,,6.05629,19.10913,38.79543
Somalia,1971,,43.54027,,,,,,
Somalia,1972,,45.13945,,,,,,
Somalia,1973,,44.15335,,,,,,
Somalia,1974,,47.237,,,,,,
Somalia,1976,,56.79575,,,,,,
Somalia,1977,,35.01988,,,,,,
Somalia,1978,,27.23356,,,,,,
Somalia,1979,,32.39786,,,,,,
Somalia,1980,,31.1905,,,,,,
Somalia,2007,,35.51919,,,,,,
South Korea,1971,,56.87028,,,,,,
South Korea,1972,,55.97217,,,,,,
South Korea,1973,,54.65857,,,,,,
South Korea,1974,,53.07046,,,,,,
South Korea,1975,,52.29875,,,,,,
South Korea,1976,,51.78286,,,,,,
South Korea,1977,,50.24867,,,,,,
South Korea,1978,,48.80145,,,,,,
South Korea,1979,,48.63001,,,,,,
South Korea,1980,,48.09201,,,,,,
South Korea,1981,,47.52068,,,,,,
South Korea,1982,,45.51968,,,,,,
South Korea,1983,,43.8722,,,,,,
South Korea,1984,,41.66962,,,,,,
South Korea,1985,,39.93376,,,,,,
South Korea,1986,,38.30699,,,,,,
South Korea,1987,,37.87841,,,,,,
South Korea,1988,,36.6655,,,,,,
South Korea,1989,,36.36887,,,,,,
South Korea,1990,,36.2812,,,,,,
South Korea,1991,,35.5886,,,,,,
South Korea,1992,,34.43027,,,,,,
South Korea,1993,,32.81966,,,,,,
South Korea,1994,,31.25408,,,,,,
South Korea,1995,,29.70537,,,,,,
South Korea,1996,,28.39382,,,,,,
South Korea,1997,,27.48202,,,,,,
South Korea,1998,16.34336,30.90497,16.34336,13.71449,6.44264,3.42941,,39.58746
South Korea,1999,16.86822,32.22547,16.86822,14.34131,7.66546,3.44687,,41.42457
South Korea,2000,,32.12073,,,,,,
South Korea,2001,14.88977,32.024,14.88977,19.19272,,3.89743,,33.07261
South Korea,2002,14.78532,31.25796,14.78532,21.40925,4.5383,3.79262,,33.95991
South Korea,2003,16.65148,30.09795,16.65148,22.46622,8.34444,4.13241,,35.23815
South Korea,2004,17.05331,29.02101,17.05331,22.21139,7.94768,4.11529,,35.58601
South Korea,2005,16.48927,27.93094,16.48927,20.58948,8.16509,3.90137,,35.39663
South Korea,2006,16.18654,26.62451,16.18654,20.87947,8.96234,3.96743,,33.17386
South Korea,2007,15.94777,25.59402,15.94777,20.76866,8.47398,3.95229,,31.86447
South Korea,2008,18.18816,24.06701,18.18816,21.72993,9.49333,4.46395,,30.62895
South Korea,2009,21.52777,22.38267,21.52777,22.02175,12.1715,4.66983,,32.63508
South Korea,2010,,20.91785,,,,,,
South Korea,2011,,19.04846,,,,,,
South Korea,2012,,,,,,4.61823,,30.03066
South Korea,2013,,17.8745,,,,,,
South Korea,2014,,16.85321,,,,,,
Spain,1971,,30.78901,,,,,,
Spain,1972,,26.01015,,,,,,
Spain,1981,,28.27108,,,,,,
Spain,1982,,28.15021,,,,,,
Spain,1983,,27.20275,,,,,,
Spain,1984,,26.58332,,,,,,
Spain,1986,,25.28136,,,,,,
Spain,1987,,25.50205,,,,,,
Spain,1988,,24.71025,,,,,,
Spain,1990,,23.48296,,,,,,
Spain,1991,,22.02928,,,,,,
Spain,1992,,21.15976,,,,,,
Spain,1993,,19.99801,,,,,,
Spain,1994,,19.2214,,,,,,
Spain,1995,,17.83949,,,,,,
Spain,1996,,,,,,4.46852,,
Spain,1998,16.75813,15.47547,16.75813,23.57925,19.37599,4.30296,10.48723,25.8226
Spain,1999,17.53044,15.04197,17.53044,23.78315,19.1606,4.27052,10.69392,26.52511
Spain,2000,17.09758,14.54434,17.09758,22.66154,20.03278,4.17637,10.68445,25.82618
Spain,2001,17.48642,14.30441,17.48642,22.05663,20.88408,4.11988,10.71261,26.08963
Spain,2002,17.76286,14.00892,17.76286,22.83037,21.35733,4.13603,10.709,25.81827
Spain,2003,18.16935,13.87611,18.16935,23.18286,22.17697,4.16717,10.88755,25.71691
Spain,2004,18.5236,13.93149,18.5236,23.213,22.15535,4.14829,10.72629,25.98275
Spain,2005,18.70023,13.75078,18.70023,22.88599,22.28554,4.13003,10.78145,25.77435
Spain,2006,19.01719,13.58265,19.01719,23.46748,23.01221,4.16759,10.88879,25.70718
Spain,2007,19.04052,12.8265,19.04052,23.70022,24.62767,4.23332,10.8762,25.41683
Spain,2008,20.00161,12.42388,20.00161,25.37823,26.80408,4.50101,10.93867,25.38798
Spain,2009,21.27629,12.62216,21.27629,27.6128,28.61024,4.86779,10.63552,25.30394
Spain,2010,21.07273,12.40145,21.07273,26.05538,27.99366,4.81922,10.56398,25.54465
Spain,2011,20.86306,12.39876,20.86306,25.77838,27.20849,4.84507,10.66101,25.54465
Spain,2012,18.81992,12.60121,18.81992,,23.18017,4.36743,9.22981,25.94887
Sri Lanka,1976,,29.92557,,,,,,
Sri Lanka,1977,,30.24474,,,,,,
Sri Lanka,1978,,31.93331,,,,,,
Sri Lanka,1992,,29.4319,,,,,,
Sri Lanka,1993,,28.7496,,,,,,
Sri Lanka,1994,,27.96393,,,,,,
Sri Lanka,1995,,27.82225,,,,,,
Sri Lanka,1996,,27.79433,,,,3.3436,,
Sri Lanka,1998,,,,,,3.05142,11.58281,
Sri Lanka,2001,,26.2789,,,,,,
Sri Lanka,2002,,24.85287,,,,,,
Sri Lanka,2003,,23.42655,,,,,,
Sri Lanka,2004,,22.49661,,,,,,
Sri Lanka,2005,,21.924,,,,,,
Sri Lanka,2006,,23.47558,,,,,,
Sri Lanka,2007,,23.8074,,,,,,
Sri Lanka,2008,,23.49545,,,,,,
Sri Lanka,2009,7.34843,23.14925,7.34843,,,2.0559,8.27076,28.30164
Sri Lanka,2010,5.90962,23.91437,5.90962,8.55944,25.49269,1.96588,8.60563,25.0467
Sri Lanka,2011,5.80979,24.06572,5.80979,8.32446,30.52181,1.9954,9.32521,24.21295
Sri Lanka,2012,4.77955,24.4299,4.77955,6.86996,24.18522,1.72398,8.75172,23.89616
South Sudan,2011,3.60448,49.89984,3.60448,,,0.80521,3.93043,62.5572
Swaziland,1970,,40.47773,,,,,,
Swaziland,1971,,37.70712,,,,,,
Swaziland,1972,,37.88734,,,,,,
Swaziland,1973,,38.68087,,,,,,
Swaziland,1974,,38.78829,,,,,,
Swaziland,1975,,37.88743,,,,,,
Swaziland,1976,,36.89654,,,,,,
Swaziland,1977,,36.24064,,,,,,
Swaziland,1978,,35.29618,,,,,,
Swaziland,1979,,35.01558,,,,,,
Swaziland,1980,,34.17297,,,,,,
Swaziland,1981,,33.43921,,,,,,
Swaziland,1982,,33.24569,,,,,,
Swaziland,1983,,33.08695,,,,,,
Swaziland,1984,,33.30725,,,,,,
Swaziland,1985,,33.92866,,,,,,
Swaziland,1986,,33.14825,,,,,,
Swaziland,1987,,33.11139,,,,,,
Swaziland,1988,,32.77492,,,,,,
Swaziland,1989,,32.17689,,,,,,
Swaziland,1990,,32.7472,,,,,,
Swaziland,1991,,32.33739,,,,,,
Swaziland,1992,,32.75527,,,,,,
Swaziland,1993,,32.70207,,,,,,
Swaziland,1994,,32.71598,,,,,,
Swaziland,1995,,34.0218,,,,,,
Swaziland,1996,,33.881,,,,4.93816,,
Swaziland,1997,,33.77568,,,,,,
Swaziland,1998,,33.70121,,,,,,
Swaziland,1999,8.31624,33.15813,8.31624,23.16278,,5.09095,20.4332,33.15343
Swaziland,2000,9.58282,31.27536,9.58282,26.116,434.87173,5.50848,18.74508,35.3591
Swaziland,2001,8.8058,32.87289,8.8058,32.52203,279.15225,5.51615,19.65618,32.11387
Swaziland,2002,9.68926,31.07433,9.68926,27.52734,,5.07651,17.29377,37.65983
Swaziland,2003,11.18535,31.20419,11.18535,48.29447,361.87714,6.80507,22.06382,31.74967
Swaziland,2004,12.58326,32.31015,12.58326,31.36674,,6.40261,21.10407,37.65524
Swaziland,2005,14.82979,32.87287,14.82979,41.90532,294.94965,7.42072,20.89186,39.85914
Swaziland,2006,15.66936,33.25891,15.66936,39.55308,321.85068,8.06158,22.70757,38.99164
Swaziland,2007,,32.44134,,,,,,
Swaziland,2008,12.33938,,12.33938,34.53199,,7.5187,21.81324,33.62956
Swaziland,2009,,31.64829,,,,7.0592,19.38638,41.73746
Swaziland,2010,16.66829,32.3244,16.66829,34.99387,,6.96617,18.28303,47.16451
Swaziland,2011,18.84684,30.4911,18.84684,38.69424,,8.63695,22.35631,48.66897
Swaziland,2012,,29.05959,,,,,,
Sudan,2000,,,,,,1.01218,9.11689,
Sudan,2002,,,,,,1.42644,11.04489,
Sudan,2004,,,,,,1.6299,7.94924,
Sudan,2005,,,,,,1.56307,5.9668,
Sudan,2006,,,,,,1.96302,8.25316,
Sudan,2008,,,,,,2.20143,9.3854,
Sudan,2009,,,,,,2.21868,10.7707,
Sudan,2012,,46.10161,,,,,,
Suriname,1971,,36.92561,,,,,,
Suriname,1972,,33.5295,,,,,,
Suriname,1973,,32.5,,,,,,
Suriname,1974,,30.84558,,,,,,
Suriname,1975,,30.53877,,,,,,
Suriname,1976,,31.41497,,,,,,
Suriname,1977,,28.83223,,,,,,
Suriname,1978,,27.70556,,,,,,
Suriname,1979,,27.7249,,,,,,
Suriname,1980,,23.25777,,,,,,
Suriname,1981,,26.59222,,,,,,
Suriname,1982,,27.07841,,,,,,
Suriname,1983,,25.22084,,,,,,
Suriname,1984,,24.74588,,,,,,
Suriname,1985,,25.43752,,,,,,
Suriname,1986,,23.24352,,,,,,
Suriname,1987,,23.15453,,,,,,
Suriname,1988,,23.23545,,,,,,
Suriname,1989,,22.52585,,,,,,
Suriname,1990,,22.47896,,,,,,
Suriname,1991,,22.36969,,,,,,
Suriname,1992,,24.6167,,,,,,
Suriname,1993,,21.42409,,,,,,
Suriname,2001,,19.93606,,,,,,
Suriname,2002,,19.45397,,,,,,
Suriname,2005,,18.61562,,,,,,
Suriname,2006,,15.9867,,,,,,
Suriname,2007,,13.23428,,,,,,
Suriname,2008,,15.98622,,,,,,
Suriname,2009,,15.38398,,,,,,
Suriname,2011,,15.24505,,,,,,
Suriname,2013,,13.29948,,,,,,
Switzerland,1996,,,,,,5.07918,,
Switzerland,1998,21.63201,,21.63201,26.04665,46.31987,4.88814,14.15674,32.53644
Switzerland,2009,21.90953,,21.90953,27.02352,42.19212,5.05967,16.14197,27.92763
