Entity,Year,Iron and steel production,"Military expenditure (1816-1913, current prices)","Military expenditure (1914-2007, current prices)",Military personnel,"Military expenditure (1830-1913, real prices)","Military expenditure (1914-2007, real prices)"
Lithuania,1936,,,12783,21,,130686.6255
Lithuania,1937,,,13691,23,,134431.1739
Lithuania,1938,,,14399,23,,145392.6153
Lithuania,1939,,,11230,27,,114381.1816
Lithuania,1940,,,9841,33,,99124.16851
Lithuania,1991,3,,,,,
Lithuania,1992,3,,55200,10,,64054.52742
Lithuania,1993,2,,73200,10,,82966.75433
Lithuania,1994,1,,64000,10,,71025.34219
Lithuania,1995,1,,115000,12,,125031.2002
Lithuania,1996,1,,128000,12,,136661.2777
Lithuania,1997,1,,135000,12,,141714.5238
Lithuania,1998,1,,139000,12,,144340.7304
Lithuania,1999,1,,107000,12,,109432.1219
Lithuania,2000,1,,199000,13,,199000
Lithuania,2001,1,,211000,12,,206313.9104
Lithuania,2002,,,248000,14,,238813.7347
Lithuania,2003,,,337000,13,,318156.9057
Lithuania,2004,,,310000,13,,284850.763
Lithuania,2005,,,305000,13,,271512.6644
Lithuania,2006,,,353000,14,,304895.7916
Lithuania,2007,,,447000,12,,376051.2636
Luxembourg,1920,585,,125,,,852.3105745
Luxembourg,1921,754,,142,,,1135.583984
Luxembourg,1922,1394,,210,,,1778.376422
Luxembourg,1923,1201,,192,,,1581.778672
Luxembourg,1924,1887,,117,,,975.6751527
Luxembourg,1925,2086,,146,,,1195.594
Luxembourg,1926,2244,,189,,,1541.554781
Luxembourg,1927,2471,,163,,,1362.047959
Luxembourg,1928,2567,,193,,,1599.673077
Luxembourg,1929,2702,,250,,,2067.929293
Luxembourg,1930,2270,,269,,,2309.057652
Luxembourg,1931,2035,,357,,,3419.266667
Luxembourg,1932,1956,,209,,,2266.888742
Luxembourg,1933,1845,,227,,,2529.119728
Luxembourg,1934,1932,,326,,,3444.663226
Luxembourg,1935,1837,,388,,,4016.854614
Luxembourg,1936,1981,,328,,,3353.298377
Luxembourg,1937,2510,,338,,,3318.803357
Luxembourg,1938,1437,,595,,,6007.959309
Luxembourg,1939,1762,,975,,,9930.690299
Luxembourg,1940,1042,,1168,,,11764.76261
Luxembourg,1944,1269,,1412,,,11528.28315
Luxembourg,1945,259,,1758,,,13990.53644
Luxembourg,1946,1295,,1936,2,,13643.63511
Luxembourg,1947,1715,,2117,2,,13449.27308
Luxembourg,1948,2453,,2306,3,,13885.17206
Luxembourg,1949,2279,,2548,3,,15364.92784
Luxembourg,1950,2451,,3396,3,,20225.34109
Luxembourg,1951,3077,,5267,3,,29301.26563
Luxembourg,1952,3002,,8634,3,,47230.34469
Luxembourg,1953,2659,,9677,3,,52272.39644
Luxembourg,1954,2828,,11350,3,,60748.46405
Luxembourg,1955,3225,,12280,3,,64627.84062
Luxembourg,1956,3456,,7906,3,,40237.55998
Luxembourg,1957,3493,,8742,3,,43047.64762
Luxembourg,1958,3379,,8577,3,,41315.91353
Luxembourg,1959,3663,,8066,3,,38313.5
Luxembourg,1960,4084,,5266,3,,24670.06522
Luxembourg,1961,4113,,5835,6,,27041.77419
Luxembourg,1962,4010,,7131,6,,32641.56456
Luxembourg,1963,4032,,6995,2,,31665.0387
Luxembourg,1964,4559,,9272,2,,41332.82961
Luxembourg,1965,4585,,9611,2,,42087.95668
Luxembourg,1966,4390,,10012,2,,42635.60478
Luxembourg,1967,4481,,8260,2,,34179.45427
Luxembourg,1968,4834,,7480,1,,29691.57538
Luxembourg,1969,5521,,7820,1,,29592.4122
Luxembourg,1970,5462,,8320,1,,29895.77885
Luxembourg,1971,5241,,9044,1,,30936.22222
Luxembourg,1972,5457,,11745,1,,38502.72418
Luxembourg,1973,5294,,15419,1,,47937.05049
Luxembourg,1974,6448,,18228,1,,52010.13659
Luxembourg,1975,4625,,22730,1,,59354.58227
Luxembourg,1976,4566,,25463,1,,63034.01058
Luxembourg,1977,4329,,28709,1,,66903.24445
Luxembourg,1978,4791,,36644,1,,79807.90319
Luxembourg,1979,4954,,42362,1,,85213.07246
Luxembourg,1980,4624,,52457,1,,96793.68477
Luxembourg,1981,3790,,46123,1,,77844.44497
Luxembourg,1982,3510,,41128,1,,65359.43955
Luxembourg,1983,3294,,44321,1,,67764.12789
Luxembourg,1984,3987,,39684,1,,58585.23094
Luxembourg,1985,3945,,23460,1,,33562.8826
Luxembourg,1986,3705,,29140,1,,40860.86644
Luxembourg,1987,3302,,73100,1,,99952.56303
Luxembourg,1988,3661,,74220,1,,98061.88771
Luxembourg,1989,3720,,76020,1,,96680.8169
Luxembourg,1990,3480,,100230,1,,122926.9837
Luxembourg,1991,3384,,105720,1,,125469.7217
Luxembourg,1992,3072,,95930,1,,111317.9496
Luxembourg,1993,3288,,108000,1,,122409.9654
Luxembourg,1994,3073,,128000,1,,142050.6844
Luxembourg,1995,2613,,142000,1,,154386.3516
Luxembourg,1996,2502,,145000,1,,154811.6037
Luxembourg,1997,2580,,134000,1,,140664.7866
Luxembourg,1998,2477,,146000,1,,151609.6881
Luxembourg,1999,2600,,135000,1,,138068.565
Luxembourg,2000,2571,,129000,1,,129000
Luxembourg,2001,2725,,145000,1,,141779.7015
Luxembourg,2002,2719,,154000,1,,148295.6256
Luxembourg,2003,2675,,200000,1,,188817.1547
Luxembourg,2004,2684,,236000,1,,216854.1293
Luxembourg,2005,2194,,245000,1,,218100.337
Luxembourg,2006,2802,,254000,1,,219386.7735
Luxembourg,2007,2858,,279000,1,,234716.5605
Malaysia,1957,,,52143,18,,256764.2977
Malaysia,1958,,,54492,20,,262491.1694
Malaysia,1959,,,46503,20,,220889.25
Malaysia,1960,,,42908,20,,201014.6522
Malaysia,1961,,,36242,44,,167960.2366
Malaysia,1962,,,36721,46,,168087.3499
Malaysia,1963,,,50621,14,,229151.6689
Malaysia,1964,,,70915,32,,316125.7131
Malaysia,1965,,,98697,37,,432208.4134
Malaysia,1966,,,124444,35,,529938.5939
Malaysia,1967,,,119026,40,,492523.4533
Malaysia,1968,,,123551,46,,490430.9932
Malaysia,1969,,,119156,46,,450909.6506
Malaysia,1970,,,123301,58,,443050.412
Malaysia,1971,,,190020,62,,649989.0476
Malaysia,1972,,,274507,69,,899895.0452
Malaysia,1973,,,369991,70,,1150287.129
Malaysia,1974,,,458227,75,,1307463.729
Malaysia,1975,,,547135,76,,1428727.205
Malaysia,1976,,,479619,80,,1187303.504
Malaysia,1977,,,616341,79,,1436316.576
Malaysia,1978,,,764248,82,,1664475.232
Malaysia,1979,,,1164996,82,,2343441.966
Malaysia,1980,,,1362169,83,,2513474.975
Malaysia,1981,,,2037843,90,,3439385.063
Malaysia,1982,,,2132002,95,,3388116.51
Malaysia,1983,,,2080113,99,,3180366.945
Malaysia,1984,,,1196992,125,,1767111.5
Malaysia,1985,,,1764000,110,,2523654.088
Malaysia,1986,,,1010000,113,,1416248.288
Malaysia,1987,,,853310,113,,1166765.001
Malaysia,1988,,,1612000,113,,2129827.041
Malaysia,1989,,,1384000,115,,1760145.364
Malaysia,1990,1100,,1560000,130,,1913260.446
Malaysia,1991,1130,,1740000,128,,2065052.174
Malaysia,1992,1559,,2500000,128,,2901020.264
Malaysia,1993,1807,,2600000,115,,2946906.574
Malaysia,1994,2046,,3142000,115,,3486900.393
Malaysia,1995,2450,,3514000,122,,3820518.587
Malaysia,1996,3216,,3695000,128,,3945026.728
Malaysia,1997,2962,,3377000,110,,3544962.569
Malaysia,1998,1903,,1891000,110,,1963656.987
Malaysia,1999,2770,,3158000,95,,3229781.691
Malaysia,2000,3650,,2579000,96,,2579000
Malaysia,2001,4100,,3249000,100,,3176843.104
Malaysia,2002,4722,,2238000,100,,2155101.364
Malaysia,2003,3960,,2882000,104,,2720855.199
Malaysia,2004,5698,,2742000,107,,2519550.943
Malaysia,2005,5296,,3110000,110,,2768538.972
Malaysia,2006,5834,,3206000,110,,2769110.22
Malaysia,2007,6895,,4021000,109,,3382778.817
Malawi,1964,,,840,,,3744.561786
Malawi,1965,,,1400,4,,6130.802139
Malawi,1966,,,1400,4,,5961.830473
Malawi,1967,,,1680,4,,6951.753411
Malawi,1968,,,1440,4,,5716.025206
Malawi,1969,,,1440,5,,5449.242144
Malawi,1970,,,1440,4,,5174.269416
Malawi,1971,,,1685,4,,5763.769841
Malawi,1972,,,1871,4,,6133.554444
Malawi,1973,,,2929,5,,9106.143128
Malawi,1974,,,3923,5,,11193.53554
Malawi,1975,,,8567,5,,22370.90657
Malawi,1976,,,8872,4,,21962.75937
Malawi,1977,,,13512,4,,31488.26636
Malawi,1978,,,21097,3,,45947.69495
Malawi,1979,,,22157,3,,44569.80423
Malawi,1980,,,29403,4,,54254.4315
Malawi,1981,,,37008,6,,62460.53421
Malawi,1982,,,26087,6,,41456.71318
Malawi,1983,,,23945,6,,36610.4565
Malawi,1984,,,20998,6,,30999.21074
Malawi,1985,,,36420,6,,52104.01468
Malawi,1986,,,22300,7,,31269.64041
Malawi,1987,,,22300,7,,30491.68476
Malawi,1988,,,20730,7,,27389.15295
Malawi,1989,,,22020,7,,28004.62494
Malawi,1990,,,18000,7,,22076.08207
Malawi,1991,,,20000,8,,23736.23188
Malawi,1992,,,19430,10,,22546.72949
Malawi,1993,,,17500,10,,19834.9481
Malawi,1994,,,21000,10,,23305.19041
Malawi,1995,,,21000,10,,22831.78439
Malawi,1996,,,24000,8,,25623.98957
Malawi,1997,,,23000,8,,24143.9559
Malawi,1998,,,26000,8,,26998.98554
Malawi,1999,,,27000,5,,27613.713
Malawi,2000,,,6000,5,,6000
Malawi,2001,,,6000,5,,5866.746269
Malawi,2002,,,15000,5,,14444.37912
Malawi,2003,,,13000,5,,12273.11506
Malawi,2004,,,13000,5,,11945.35458
Malawi,2005,,,34000,5,,30266.98554
Malawi,2006,,,39000,5,,33685.37074
Malawi,2007,,,42000,5,,35333.67578
Madagascar,1960,,,405,1,,1897.336957
Madagascar,1961,,,810,2,,3753.870968
Madagascar,1962,,,9000,3,,41196.75797
Madagascar,1963,,,4861,6,,22004.82532
Madagascar,1964,,,8912,7,,39728.01742
Madagascar,1965,,,10533,5,,46125.52781
Madagascar,1966,,,11343,8,,48303.60218
Madagascar,1967,,,12153,9,,50288.48762
Madagascar,1968,,,12963,9,,51456.13524
Madagascar,1969,,,13774,9,,52123.51479
Madagascar,1970,,,12243,9,,43992.06977
Madagascar,1971,,,12774,8,,43695.19048
Madagascar,1972,,,16117,8,,52835.11329
Madagascar,1973,,,20368,8,,63323.29233
Madagascar,1974,,,25908,11,,73923.55819
Madagascar,1975,,,30188,13,,78829.57015
Madagascar,1976,,,35584,17,,88088.68682
Madagascar,1977,,,43684,17,,101800.8754
Madagascar,1978,,,52165,20,,113611.4854
Madagascar,1979,,,81891,20,,164727.4377
Madagascar,1980,,,92330,20,,170367.3659
Madagascar,1981,,,101330,28,,171020.4802
Madagascar,1982,,,71095,28,,112982.1376
Madagascar,1983,,,67845,29,,103730.9009
Madagascar,1984,,,55986,28,,82651.76744
Madagascar,1985,,,54341,27,,77742.56621
Madagascar,1986,,,58850,26,,82521.00171
Madagascar,1987,,,36660,26,,50126.68893
Madagascar,1988,,,32000,21,,42279.44498
Madagascar,1989,,,35000,21,,44512.34664
Madagascar,1990,,,36630,21,,44924.82702
Madagascar,1991,,,30400,21,,36079.07246
Madagascar,1992,,,30980,21,,35949.44311
Madagascar,1993,,,37000,21,,41936.7474
Madagascar,1994,,,55000,21,,61037.40344
Madagascar,1995,,,33000,21,,35878.51832
Madagascar,1996,,,38000,21,,40571.31682
Madagascar,1997,,,37000,21,,38840.27689
Madagascar,1998,,,45000,20,,46729.01344
Madagascar,1999,,,,20,,
Madagascar,2002,,,293000,14,,282146.8721
Madagascar,2003,,,324000,14,,305883.7906
Madagascar,2004,,,272000,13,,249933.5727
Madagascar,2005,,,54000,13,,48071.09468
Madagascar,2006,,,54000,14,,46641.28257
Madagascar,2007,,,82000,14,,68984.79556
Mali,1960,,,,3,,
Mali,1961,,,8183,2,,37923.36559
Mali,1962,,,9196,3,,42093.93181
Mali,1963,,,9694,5,,43882.89994
Mali,1964,,,10618,8,,47333.04409
Mali,1965,,,10926,8,,47846.53155
Mali,1966,,,10342,7,,44040.8934
Mali,1967,,,10841,5,,44859.49924
Mali,1968,,,5815,7,,23082.42123
Mali,1969,,,6076,7,,22992.77449
Mali,1970,,,7000,8,,25152.69855
Mali,1971,,,5728,8,,19593.39683
Mali,1972,,,8316,8,,27261.69896
Mali,1973,,,10979,8,,34133.26917
Mali,1974,,,11643,8,,33221.08955
Mali,1975,,,18897,8,,49345.51435
Mali,1976,,,21876,8,,54154.3422
Mali,1977,,,25951,7,,60476.02134
Mali,1978,,,30948,8,,67402.43936
Mali,1979,,,36058,5,,72532.29231
Mali,1980,,,47002,7,,86728.11582
Mali,1981,,,63422,8,,107040.9641
Mali,1982,,,57301,8,,91061.1079
Mali,1983,,,54009,8,,82576.49384
Mali,1984,,,55846,8,,82445.08635
Mali,1985,,,27824,8,,39806.20825
Mali,1986,,,37250,8,,52232.91952
Mali,1987,,,60920,8,,83298.36033
Mali,1988,,,63820,8,,84321.06809
Mali,1989,,,41000,8,,52143.03463
Mali,1990,,,35000,13,,42925.71514
Mali,1991,,,35000,13,,41538.4058
Mali,1992,,,65590,12,,76111.16763
Mali,1993,,,60000,12,,68005.53633
Mali,1994,,,52000,12,,57708.09053
Mali,1995,,,50000,12,,54361.3914
Mali,1996,,,42000,10,,44841.98175
Mali,1997,,,43000,10,,45138.70017
Mali,1998,,,36000,10,,37383.21075
Mali,1999,,,34000,10,,34772.82378
Mali,2000,,,64000,7,,64000
Mali,2001,,,63000,7,,61600.83582
Mali,2002,,,64000,7,,61629.35089
Mali,2003,,,89000,7,,84023.63385
Mali,2004,,,103000,7,,94643.9632
Mali,2005,,,120000,7,,106824.6549
Mali,2006,,,132000,7,,114012.024
Mali,2007,,,157000,7,,132080.6452
Maldives,1984,,,1800,,,2657.328286
Maldives,1998,,,39000,,,40498.47832
Maldives,1999,,,41000,,,41931.93456
Maldives,2000,,,35000,,,35000
Maldives,2001,,,36000,,,35200.47761
Maldives,2002,,,26000,,,25036.9238
Maldives,2003,,,34000,,,32098.9163
Maldives,2004,,,39000,,,35836.06373
Maldives,2005,,,46000,,,40949.45103
Maldives,2006,,,56000,,,48368.73747
Maldives,2007,,,63000,,,53000.51366
Malta,1964,,,,1,,
Malta,1965,,,,1,,
Malta,1966,,,,1,,
Malta,1967,,,,2,,
Malta,1968,,,,2,,
Malta,1969,,,,2,,
Malta,1970,,,,3,,
Malta,1971,,,1000,2,,3420.634921
Malta,1972,,,1000,2,,3278.222578
Malta,1973,,,1000,2,,3108.959757
Malta,1974,,,2000,4,,5706.620209
Malta,1975,,,2000,3,,5222.576531
Malta,1976,,,2000,4,,4951.027811
Malta,1977,,,3000,7,,6991.178145
Malta,1978,,,4000,7,,8711.702128
Malta,1979,,,5000,6,,10057.72537
Malta,1980,,,5000,1,,9226.002704
Malta,1981,,,7000,1,,11814.30338
Malta,1982,,,11000,1,,17480.88492
Malta,1983,,,15000,1,,22934.09261
Malta,1984,,,15000,1,,22144.40238
Malta,1985,,,13045,1,,18662.73672
Malta,1986,,,17070,1,,23935.99829
Malta,1987,,,23180,1,,31694.94406
Malta,1988,,,22380,1,,29569.18683
Malta,1989,,,21590,2,,27457.75897
Malta,1990,,,21190,2,,25988.4544
Malta,1991,,,21790,2,,25860.62464
Malta,1992,,,27000,2,,31331.01885
Malta,1993,,,21000,2,,23801.93772
Malta,1994,,,28000,2,,31073.58721
Malta,1995,,,32000,2,,34791.29049
Malta,1996,,,34000,2,,36300.65189
Malta,1997,,,31000,2,,32541.85361
Malta,1998,,,30000,2,,31152.67563
Malta,1999,,,27000,2,,27613.713
Malta,2000,,,27000,2,,27000
Malta,2001,,,24000,2,,23466.98507
Malta,2002,,,33000,2,,31777.63405
Malta,2003,,,41000,2,,38707.51672
Malta,2004,,,52000,2,,47781.41831
Malta,2005,,,49000,2,,43620.0674
Malta,2006,,,46000,2,,39731.46293
Malta,2007,,,44000,2,,37016.23176
Mauritania,1960,,,1000,,,4684.782609
Mauritania,1961,,,2000,,,9268.817204
Mauritania,1962,,,3000,,,13732.25266
Mauritania,1963,,,4002,,,18116.29519
Mauritania,1964,,,2001,2,,8920.081111
Mauritania,1965,,,2001,2,,8762.667914
Mauritania,1966,,,4002,2,,17042.31825
Mauritania,1967,,,6004,2,,24844.24255
Mauritania,1968,,,8005,2,,31775.5429
Mauritania,1969,,,8005,3,,30292.48845
Mauritania,1970,,,7115,3,,25565.92146
Mauritania,1971,,,2544,3,,8702.095238
Mauritania,1972,,,3965,3,,12998.15252
Mauritania,1973,,,5837,3,,18146.9981
Mauritania,1974,,,7526,3,,21474.01185
Mauritania,1975,,,27790,3,,72567.70089
Mauritania,1976,,,43929,15,,108746.8504
Mauritania,1977,,,61947,17,,144360.8375
Mauritania,1978,,,56079,12,,122135.8859
Mauritania,1979,,,58890,8,,118459.8895
Mauritania,1980,,,81006,8,,149472.315
Mauritania,1981,,,64032,12,,108070.4963
Mauritania,1982,,,68104,16,,108228.9261
Mauritania,1983,,,48764,16,,74557.20612
Mauritania,1984,,,39530,16,,58357.88174
Mauritania,1985,,,47000,16,,67240.21663
Mauritania,1986,,,48000,16,,67306.84932
Mauritania,1987,,,35000,16,,47856.90432
Mauritania,1988,,,,14,,
Mauritania,1989,,,40000,16,,50871.2533
Mauritania,1990,5,,,17,,
Mauritania,1991,7,,39600,17,,46997.73913
Mauritania,1992,7,,36980,16,,42911.89174
Mauritania,1993,7,,25400,16,,28789.01038
Mauritania,1994,7,,30000,16,,33293.12915
Mauritania,1995,5,,29000,16,,31529.60701
Mauritania,1996,5,,27000,16,,28826.98827
Mauritania,1997,5,,24000,16,,25193.69312
Mauritania,1998,5,,25000,16,,25960.56302
Mauritania,1999,5,,24000,16,,24545.52267
Mauritania,2000,5,,24000,16,,24000
Mauritania,2001,5,,25000,16,,24444.77612
Mauritania,2002,5,,18000,16,,17333.25494
Mauritania,2003,5,,18000,16,,16993.54392
Mauritania,2004,5,,18000,15,,16539.72172
Mauritania,2005,5,,18000,15,,16023.69823
Mauritania,2006,5,,18000,16,,15547.09419
Mauritania,2007,5,,19000,16,,15984.2819
Mauritius,1968,,,46,,,182.5952496
Mauritius,1969,,,43,,,162.7204251
Mauritius,1970,,,68,,,244.3405002
Mauritius,1971,,,372,,,1272.47619
Mauritius,1972,,,435,,,1426.026821
Mauritius,1973,,,540,,,1678.838269
Mauritius,1974,,,693,,,1977.343902
Mauritius,1975,,,873,3,,2279.654656
Mauritius,1976,,,823,3,,2037.347944
Mauritius,1977,,,1002,1,,2335.0535
Mauritius,1978,,,1019,,,2219.306117
Mauritius,1979,,,1094,,,2200.630312
Mauritius,1980,,,1132,,,2088.767012
Mauritius,1981,,,1630,,,2751.04493
Mauritius,1982,,,2347,,,3729.785174
Mauritius,1983,,,2108,1,,3223.004481
Mauritius,1984,,,3000,1,,4428.880476
Mauritius,1985,,,2000,1,,2861.285814
Mauritius,1986,,,3000,1,,4206.678082
Mauritius,1987,,,3000,1,,4102.020371
Mauritius,1988,,,4000,1,,5284.930623
Mauritius,1989,,,5000,1,,6358.906663
Mauritius,1990,,,7000,1,,8585.143028
Mauritius,1991,,,7000,1,,8307.681159
Mauritius,1992,,,11300,1,,13112.61159
Mauritius,1993,,,11200,1,,12694.36678
Mauritius,1994,,,11000,1,,12207.48069
Mauritius,1995,,,14000,1,,15221.18959
Mauritius,1996,,,94000,1,,100360.6258
Mauritius,1997,,,87000,1,,91327.13755
Mauritius,1998,,,90000,2,,93458.02688
Mauritius,1999,,,91000,2,,93068.44011
Mauritius,2000,,,9000,,,9000
Mauritius,2001,,,9000,,,8800.119403
Mauritius,2002,,,10000,,,9629.586077
Mauritius,2003,,,12000,,,11329.02928
Mauritius,2004,,,11000,,,10107.60772
Mauritius,2005,,,10000,,,8902.054571
Mauritius,2006,,,11000,,,9501.002004
Mauritius,2007,,,27000,,,22714.50586
Mecklenburg Schwerin,1843,,65,,4,76.1827957,
Mecklenburg Schwerin,1844,,66,,4,74.9375,
Mecklenburg Schwerin,1845,,68,,4,76.41237113,
Mecklenburg Schwerin,1846,,70,,5,78.65979381,
Mecklenburg Schwerin,1847,,71,,4,75.13592233,
Mecklenburg Schwerin,1848,,83,,4,94.23958333,
Mecklenburg Schwerin,1849,,91,,4,103.3229167,
Mecklenburg Schwerin,1850,,99,,4,119.9,
Mecklenburg Schwerin,1851,,91,,4,110.2111111,
Mecklenburg Schwerin,1852,,94,,3,115.1235955,
Mecklenburg Schwerin,1853,,79,,3,88.77319588,
Mecklenburg Schwerin,1854,,104,,3,112.2376238,
Mecklenburg Schwerin,1855,,128,,3,135.4563107,
Mecklenburg Schwerin,1856,,144,,3,153.8823529,
Mecklenburg Schwerin,1857,,144,,3,153.8823529,
Mecklenburg Schwerin,1858,,145,,4,161.2755102,
Mecklenburg Schwerin,1859,,146,,4,159.14,
Mecklenburg Schwerin,1860,,146,,4,159.14,
Mecklenburg Schwerin,1861,,145,,4,153.4466019,
Mecklenburg Schwerin,1862,,145,,4,151.9711538,
Mecklenburg Schwerin,1863,,146,,4,148.728972,
Mecklenburg Schwerin,1864,,146,,4,146,
Mecklenburg Schwerin,1865,,,,4,,
Mecklenburg Schwerin,1866,,,,5,,
Mecklenburg Schwerin,1867,,,,4,,
Moldova,1991,618,,875500,,,1039053.551
Moldova,1992,619,,450000,9,,522183.6474
Moldova,1993,604,,88400,13,,100194.8235
Moldova,1994,633,,39000,11,,43281.0679
Moldova,1995,663,,45000,12,,48925.25226
Moldova,1996,646,,48000,12,,51247.97914
Moldova,1997,811,,53000,11,,55636.0723
Moldova,1998,735,,53000,11,,55036.39361
Moldova,1999,796,,27000,11,,27613.713
Moldova,2000,908,,140000,10,,140000
Moldova,2001,967,,147000,8,,143735.2836
Moldova,2002,514,,150000,7,,144443.7912
Moldova,2003,850,,150000,7,,141612.866
Moldova,2004,1012,,9000,6,,8269.860862
Moldova,2005,1016,,10000,6,,8902.054571
Moldova,2006,675,,13000,7,,11228.45691
Moldova,2007,965,,19000,7,,15984.2819
Mexico,1831,,,,25,,
Mexico,1832,,,,25,,
Mexico,1833,,,,25,,
Mexico,1834,,,,25,,
Mexico,1835,,,,25,,
Mexico,1836,,,,25,,
Mexico,1837,,,,25,,
Mexico,1838,,,,25,,
Mexico,1839,,,,25,,
Mexico,1840,,,,20,,
Mexico,1841,,,,20,,
Mexico,1842,,,,20,,
Mexico,1843,,,,20,,
Mexico,1844,,1617,,20,1835.96875,
Mexico,1845,,,,20,,
Mexico,1846,,5283,,20,5936.56701,
Mexico,1847,,,,20,,
Mexico,1848,,,,21,,
Mexico,1849,,,,22,,
Mexico,1850,,,,23,,
Mexico,1851,,,,24,,
Mexico,1852,,,,25,,
Mexico,1853,,,,26,,
Mexico,1854,,,,27,,
Mexico,1855,,,,26,,
Mexico,1856,,,,26,,
Mexico,1857,,,,26,,
Mexico,1858,,,,26,,
Mexico,1859,,,,26,,
Mexico,1860,,,,26,,
Mexico,1861,,,,26,,
Mexico,1862,,,,27,,
Mexico,1863,,,,10,,
Mexico,1864,,,,15,,
Mexico,1865,,2157,,21,2157,
Mexico,1866,,2594,,40,2547.261261,
Mexico,1867,,,,33,,
Mexico,1868,,1690,,26,1705.648148,
Mexico,1869,,1741,,18,1757.12037,
Mexico,1870,,1440,,18,1466.915888,
Mexico,1871,,1743,,18,1727.154545,
Mexico,1872,,2090,,18,1963.87931,
Mexico,1873,,2087,,20,1895.691667,
Mexico,1874,10,2112,,22,2001.808696,
Mexico,1875,10,2185,,22,2145.630631,
Mexico,1876,10,2179,,22,2179,
Mexico,1877,10,2249,,22,2291.037383,
Mexico,1878,10,1415,,22,1483.028846,
Mexico,1879,10,1826,,22,1932.368932,
Mexico,1880,10,1666,,25,1780.333333,
Mexico,1881,10,2036,,22,2175.72549,
Mexico,1882,10,1802,,22,1888.634615,
Mexico,1883,10,1771,,21,1911.277228,
Mexico,1884,10,1712,,21,1904.163265,
Mexico,1885,10,1719,,21,1931.659794,
Mexico,1886,10,2500,,21,2809.278351,
Mexico,1887,10,2408,,21,2705.896907,
Mexico,1888,10,2768,,32,3078.693878,
Mexico,1889,10,2784,,37,3004.514851,
Mexico,1890,10,2593,,37,2770.95098,
Mexico,1891,10,2643,,38,2880.87,
Mexico,1892,10,2628,,49,2893.454545,
Mexico,1893,10,2611,,38,2845.99,
Mexico,1894,10,2336,,38,2521.029703,
Mexico,1895,10,2128,,38,2319.52,
Mexico,1896,10,1094,,35,1204.505051,
Mexico,1897,10,1214,,33,1310.158416,
Mexico,1898,10,1275,,33,1362.5,
Mexico,1899,10,1140,,33,1194.807692,
Mexico,1900,,1348,,33,1348,
Mexico,1901,,1388,,33,1413.943925,
Mexico,1902,,1413,,30,1452.990566,
Mexico,1903,,1424,,29,1464.301887,
Mexico,1904,,1622,,29,1683.790476,
Mexico,1905,,1639,,29,1701.438095,
Mexico,1906,,1674,,28,1705.28972,
Mexico,1907,,1802,,28,1802,
Mexico,1908,,2090,,29,2109.351852,
Mexico,1909,,2131,,30,2150.731481,
Mexico,1910,,2083,,31,2064.063636,
Mexico,1911,,2182,,32,2162.163636,
Mexico,1912,,2886,,57,2759.421053,
Mexico,1913,,4478,,31,4281.596491,
Mexico,1914,,,22000,30,,292464.2857
Mexico,1915,,,21500,180,,277265.3543
Mexico,1916,,,,200,,
Mexico,1917,,,63500,,,588903.171
Mexico,1918,,,60000,55,,477492.7114
Mexico,1919,21,,70526,137,,547948.2106
Mexico,1920,32,,65792,120,,448601.7386
Mexico,1921,43,,65402,103,,523024.3926
Mexico,1922,53,,65651,85,,555962.8118
Mexico,1923,60,,61277,66,,504826.3109
Mexico,1924,38,,52014,52,,433750.1487
Mexico,1925,76,,45218,64,,370290.202
Mexico,1926,79,,46032,64,,375454.2311
Mexico,1927,66,,42145,69,,352168.7806
Mexico,1928,81,,46849,74,,388306.1346
Mexico,1929,102,,47287,70,,391144.6899
Mexico,1930,103,,38441,65,,329972.0639
Mexico,1931,76,,31412,61,,300857.1556
Mexico,1932,58,,19491,54,,211406.3563
Mexico,1933,76,,16610,54,,185060.2585
Mexico,1934,103,,16672,59,,176163.8813
Mexico,1935,111,,17433,54,,180478.9343
Mexico,1936,113,,19300,48,,197312.9838
Mexico,1937,106,,22478,54,,220710.2422
Mexico,1938,142,,23033,49,,232573.6584
Mexico,1939,142,,18600,49,,189447.0149
Mexico,1940,147,,18146,,,182776.8684
Mexico,1941,142,,22633,,,213527.2316
Mexico,1942,174,,24691,52,,215789.3266
Mexico,1943,167,,30246,80,,252997.4402
Mexico,1944,175,,32921,,,268783.7178
Mexico,1945,230,,34979,,,278370.2925
Mexico,1946,258,,52037,61,,366722.025
Mexico,1947,290,,57058,61,,362488.7215
Mexico,1948,292,,60576,61,,364747.6941
Mexico,1949,373,,48110,64,,290112.511
Mexico,1950,390,,40000,55,,238225.4545
Mexico,1951,467,,46012,60,,255973.0082
Mexico,1952,537,,50289,56,,275094.6032
Mexico,1953,462,,55376,56,,299125.372
Mexico,1954,454,,47093,56,,252055.2791
Mexico,1955,510,,42674,48,,224587.009
Mexico,1956,591,,50600,48,,257528.527
Mexico,1957,687,,63411,48,,312250.5586
Mexico,1958,988,,69015,49,,332449.3147
Mexico,1959,1213,,70697,50,,335810.75
Mexico,1960,1500,,81745,50,,382957.5543
Mexico,1961,1725,,88951,60,,412235.2796
Mexico,1962,1851,,100720,64,,461037.4958
Mexico,1963,1974,,111129,65,,503059.9121
Mexico,1964,2284,,127222,65,,567131.7137
Mexico,1965,2394,,132186,65,,578861.5797
Mexico,1966,2780,,143235,75,,609959.1342
Mexico,1967,3059,,171978,80,,711636.1001
