Entity,Year,Fruit consumption per capita- FAOstat
Egypt,1986,56.05
Egypt,1987,59.05
Egypt,1988,58.36
Egypt,1989,63.6
Egypt,1990,71.19
Egypt,1991,69.81
Egypt,1992,79.56
Egypt,1993,74.54
Egypt,1994,78.83
Egypt,1995,86.05
Egypt,1996,90.73
Egypt,1997,88.11
Egypt,1998,86.24
Egypt,1999,93.42
Egypt,2000,94.02
Egypt,2001,95.59
Egypt,2002,99.79
Egypt,2003,97.4
Egypt,2004,99.82
Egypt,2005,101.96
Egypt,2006,109.43
Egypt,2007,107.77
Egypt,2008,108.14
Egypt,2009,105.24
Egypt,2010,101.8
Egypt,2011,96.08
Egypt,2012,109.8
Egypt,2013,102.6
Estonia,1992,27.33
Estonia,1993,46.97
Estonia,1994,28.35
Estonia,1995,56.85
Estonia,1996,52.8
Estonia,1997,67.76
Estonia,1998,71.56
Estonia,1999,73.22
Estonia,2000,83.78
Estonia,2001,80.14
Estonia,2002,71.75
Estonia,2003,71.78
Estonia,2004,75.96
Estonia,2005,70.9
Estonia,2006,65.4
Estonia,2007,79.58
Estonia,2008,82.99
Estonia,2009,82.62
Estonia,2010,74.37
Estonia,2011,71.93
Estonia,2012,80.76
Estonia,2013,81.06
El Salvador,1961,37.03
El Salvador,1962,36.75
El Salvador,1963,36.77
El Salvador,1964,37.43
El Salvador,1965,37.64
El Salvador,1966,41.48
El Salvador,1967,42.88
El Salvador,1968,42.14
El Salvador,1969,41.17
El Salvador,1970,42.71
El Salvador,1971,40.72
El Salvador,1972,39.57
El Salvador,1973,37.72
El Salvador,1974,38.32
El Salvador,1975,39.81
El Salvador,1976,40.96
El Salvador,1977,43.97
El Salvador,1978,54.27
El Salvador,1979,55.2
El Salvador,1980,57.7
El Salvador,1981,56.3
El Salvador,1982,52.72
El Salvador,1983,51.65
El Salvador,1984,49.88
El Salvador,1985,48.76
El Salvador,1986,49.05
El Salvador,1987,50.53
El Salvador,1988,52.62
El Salvador,1989,54.67
El Salvador,1990,62.77
El Salvador,1991,64.04
El Salvador,1992,65.03
El Salvador,1993,62.38
El Salvador,1994,62.9
El Salvador,1995,58.11
El Salvador,1996,43.2
El Salvador,1997,47.54
El Salvador,1998,40.71
El Salvador,1999,46.86
El Salvador,2000,56.48
El Salvador,2001,59.29
El Salvador,2002,63.29
El Salvador,2003,65.02
El Salvador,2004,66.18
El Salvador,2005,74.26
El Salvador,2006,73.15
El Salvador,2007,77.64
El Salvador,2008,81.96
El Salvador,2009,73.66
El Salvador,2010,52.18
El Salvador,2011,49.31
El Salvador,2012,58.16
El Salvador,2013,53.72
Finland,1961,41.61
Finland,1962,44.61
Finland,1963,42.25
Finland,1964,46.27
Finland,1965,40.67
Finland,1966,45.74
Finland,1967,49.68
Finland,1968,45.94
Finland,1969,52.59
Finland,1970,51.45
Finland,1971,54.19
Finland,1972,55.91
Finland,1973,57.47
Finland,1974,71.59
Finland,1975,83.39
Finland,1976,85.73
Finland,1977,74.8
Finland,1978,77.14
Finland,1979,84.38
Finland,1980,88.68
Finland,1981,83.73
Finland,1982,80.38
Finland,1983,81.98
Finland,1984,77.5
Finland,1985,61.42
Finland,1986,63.04
Finland,1987,77.29
Finland,1988,74.19
Finland,1989,81.63
Finland,1990,78.68
Finland,1991,79.37
Finland,1992,79.4
Finland,1993,75.12
Finland,1994,77.38
Finland,1995,52.62
Finland,1996,69.28
Finland,1997,70.08
Finland,1998,71.28
Finland,1999,84.28
Finland,2000,82.15
Finland,2001,90.65
Finland,2002,83.54
Finland,2003,91.83
Finland,2004,95.77
Finland,2005,94.33
Finland,2006,89.8
Finland,2007,93.56
Finland,2008,87.67
Finland,2009,89.81
Finland,2010,89.5
Finland,2011,94.63
Finland,2012,100.85
Finland,2013,95.24
Ethiopia,1993,3.51
Ethiopia,1994,3.28
Ethiopia,1995,3.44
Ethiopia,1996,3.44
Ethiopia,1997,3.78
Ethiopia,1998,3.79
Ethiopia,1999,3.75
Ethiopia,2000,5.38
Ethiopia,2001,4.73
Ethiopia,2002,5.26
Ethiopia,2003,5.48
Ethiopia,2004,5.67
Ethiopia,2005,7.88
Ethiopia,2006,8.34
Ethiopia,2007,8.61
Ethiopia,2008,6.4
Ethiopia,2009,7.22
Ethiopia,2010,7.48
Ethiopia,2011,7.88
Ethiopia,2012,7.32
Ethiopia,2013,7.13
Fiji,1961,8.42
Fiji,1962,10.97
Fiji,1963,11.05
Fiji,1964,11.68
Fiji,1965,12.13
Fiji,1966,10.97
Fiji,1967,12.53
Fiji,1968,13.28
Fiji,1969,12.61
Fiji,1970,13.29
Fiji,1971,16.31
Fiji,1972,15.09
Fiji,1973,19.81
Fiji,1974,17.66
Fiji,1975,18.86
Fiji,1976,18.33
Fiji,1977,18.53
Fiji,1978,18.7
Fiji,1979,20.98
Fiji,1980,18.78
Fiji,1981,20.27
Fiji,1982,19.57
Fiji,1983,19.52
Fiji,1984,19.71
Fiji,1985,19.43
Fiji,1986,18.19
Fiji,1987,17
Fiji,1988,21.86
Fiji,1989,22.35
Fiji,1990,18.3
Fiji,1991,18.35
Fiji,1992,18.67
Fiji,1993,23.48
Fiji,1994,25.32
Fiji,1995,24.53
Fiji,1996,26.27
Fiji,1997,29.05
Fiji,1998,25.46
Fiji,1999,23.84
Fiji,2000,28.5
Fiji,2001,28.39
Fiji,2002,23.45
Fiji,2003,32.1
Fiji,2004,32.39
Fiji,2005,34.18
Fiji,2006,39.27
Fiji,2007,44.53
Fiji,2008,53.73
Fiji,2009,35.73
Fiji,2010,38.17
Fiji,2011,37.57
Fiji,2012,34.6
Fiji,2013,43.14
France,1961,53.67
France,1962,70.08
France,1963,73.58
France,1964,81.99
France,1965,73.26
France,1966,77.61
France,1967,79.39
France,1968,82.23
France,1969,83.78
France,1970,84.2
France,1971,81.13
France,1972,76.12
France,1973,74.29
France,1974,69.86
France,1975,65.14
France,1976,69.3
France,1977,60.75
France,1978,66.15
France,1979,62.36
France,1980,63.38
France,1981,62.19
France,1982,67.52
France,1983,64.79
France,1984,74.31
France,1985,68.57
France,1986,79.3
France,1987,72.47
France,1988,78.62
France,1989,78.4
France,1990,80.39
France,1991,78.24
France,1992,90.76
France,1993,84.29
France,1994,90.92
France,1995,94.07
France,1996,88.38
France,1997,83.47
France,1998,85.07
France,1999,89.1
France,2000,97.4
France,2001,96.61
France,2002,100.88
France,2003,95.85
France,2004,107.49
France,2005,112.13
France,2006,110.85
France,2007,116.23
France,2008,115.27
France,2009,115.96
France,2010,112.97
France,2011,113.89
France,2012,107.9
France,2013,114.34
Gabon,1961,182.11
Gabon,1962,176.99
Gabon,1963,182.35
Gabon,1964,176.54
Gabon,1965,181.25
Gabon,1966,179.29
Gabon,1967,183.11
Gabon,1968,181.18
Gabon,1969,193.23
Gabon,1970,189.91
Gabon,1971,193.9
Gabon,1972,187.05
Gabon,1973,168.72
Gabon,1974,164.32
Gabon,1975,162.58
Gabon,1976,159.33
Gabon,1977,165.17
Gabon,1978,175.91
Gabon,1979,179.77
Gabon,1980,184.77
Gabon,1981,159.89
Gabon,1982,176.28
Gabon,1983,185.1
Gabon,1984,197.51
Gabon,1985,193.08
Gabon,1986,192.5
Gabon,1987,179.52
Gabon,1988,181.65
Gabon,1989,179.3
Gabon,1990,166.99
Gabon,1991,183.11
Gabon,1992,180.01
Gabon,1993,172.7
Gabon,1994,173.05
Gabon,1995,158.63
Gabon,1996,168.72
Gabon,1997,169.34
Gabon,1998,171.03
Gabon,1999,159.69
Gabon,2000,159.51
Gabon,2001,156.66
Gabon,2002,150.31
Gabon,2003,147.91
Gabon,2004,145.77
Gabon,2005,143.93
Gabon,2006,146.31
Gabon,2007,142.28
Gabon,2008,141.15
Gabon,2009,165.67
Gabon,2010,170.09
Gabon,2011,151.67
Gabon,2012,151.73
Gabon,2013,152.32
French Polynesia,1961,38.41
French Polynesia,1962,38.11
French Polynesia,1963,28.98
French Polynesia,1964,42.31
French Polynesia,1965,54.11
French Polynesia,1966,95.12
French Polynesia,1967,59.71
French Polynesia,1968,67.68
French Polynesia,1969,64.28
French Polynesia,1970,67.09
French Polynesia,1971,50.94
French Polynesia,1972,49.45
French Polynesia,1973,51.78
French Polynesia,1974,51.32
French Polynesia,1975,55.65
French Polynesia,1976,54.68
French Polynesia,1977,49.31
French Polynesia,1978,44.51
French Polynesia,1979,67.71
French Polynesia,1980,56.84
French Polynesia,1981,57.1
French Polynesia,1982,51.95
French Polynesia,1983,52.69
French Polynesia,1984,57.11
French Polynesia,1985,61.26
French Polynesia,1986,55.88
French Polynesia,1987,55.04
French Polynesia,1988,60.26
French Polynesia,1989,60.27
French Polynesia,1990,60.87
French Polynesia,1991,60.31
French Polynesia,1992,71.26
French Polynesia,1993,67.81
French Polynesia,1994,68.36
French Polynesia,1995,71.32
French Polynesia,1996,60.53
French Polynesia,1997,61.17
French Polynesia,1998,62.75
French Polynesia,1999,61.46
French Polynesia,2000,67.71
French Polynesia,2001,55.56
French Polynesia,2002,60.58
French Polynesia,2003,66.95
French Polynesia,2004,64.95
French Polynesia,2005,80.85
French Polynesia,2006,77.53
French Polynesia,2007,91.3
French Polynesia,2008,93.72
French Polynesia,2009,86.5
French Polynesia,2010,80.96
French Polynesia,2011,81.02
French Polynesia,2012,88.61
French Polynesia,2013,88.13
Germany,1961,78.62
Germany,1962,88.98
Germany,1963,91.46
Germany,1964,82.44
Germany,1965,85.49
Germany,1966,94.62
Germany,1967,101.03
Germany,1968,114.84
Germany,1969,107.03
Germany,1970,105.71
Germany,1971,106.36
Germany,1972,102.67
Germany,1973,112.37
Germany,1974,95.56
Germany,1975,105.89
Germany,1976,103.65
Germany,1977,96.79
Germany,1978,104.37
Germany,1979,103.77
Germany,1980,103.06
Germany,1981,88.85
Germany,1982,110.93
Germany,1983,95.99
Germany,1984,105.18
Germany,1985,102.53
Germany,1986,113.1
Germany,1987,109.22
Germany,1988,117.1
Germany,1989,112.61
Germany,1990,116.06
Germany,1991,102.86
Germany,1992,116.13
Germany,1993,88.57
Germany,1994,89.4
Germany,1995,80.16
Germany,1996,96.88
Germany,1997,86.13
Germany,1998,85.29
Germany,1999,83.53
Germany,2000,113.66
Germany,2001,88.56
Germany,2002,96.32
Germany,2003,90.15
Germany,2004,84.24
Germany,2005,87.11
Germany,2006,84.26
Germany,2007,83.1
Germany,2008,81.06
Germany,2009,81.57
Germany,2010,78.66
Germany,2011,88.17
Germany,2012,87.89
Germany,2013,88.46
Gambia,1961,6.11
Gambia,1962,6
Gambia,1963,5.92
Gambia,1964,5.91
Gambia,1965,5.81
Gambia,1966,5.67
Gambia,1967,5.51
Gambia,1968,6.41
Gambia,1969,6.31
Gambia,1970,6.12
Gambia,1971,5.97
Gambia,1972,5.87
Gambia,1973,5.78
Gambia,1974,6.37
Gambia,1975,6.84
Gambia,1976,6.96
Gambia,1977,6.31
Gambia,1978,5.99
Gambia,1979,5.85
Gambia,1980,5.73
Gambia,1981,5.58
Gambia,1982,5.38
Gambia,1983,5.28
Gambia,1984,4.92
Gambia,1985,4.85
Gambia,1986,4.63
Gambia,1987,4.42
Gambia,1988,4.21
Gambia,1989,4.02
Gambia,1990,3.27
Gambia,1991,3.52
Gambia,1992,3.56
Gambia,1993,3.86
Gambia,1994,3.86
Gambia,1995,5
Gambia,1996,4.96
Gambia,1997,4.99
Gambia,1998,5.06
Gambia,1999,7.71
Gambia,2000,6.39
Gambia,2001,5.68
Gambia,2002,7.25
Gambia,2003,5.17
Gambia,2004,5.4
Gambia,2005,5.12
Gambia,2006,5.2
Gambia,2007,6.37
Gambia,2008,6.71
Gambia,2009,7.39
Gambia,2010,10.71
Gambia,2011,10.26
Gambia,2012,9.81
Gambia,2013,8.63
Georgia,1992,88.49
Georgia,1993,54.47
Georgia,1994,55.65
Georgia,1995,62.01
Georgia,1996,66.83
Georgia,1997,60.58
Georgia,1998,58.35
Georgia,1999,44.17
Georgia,2000,48.9
Georgia,2001,44.76
Georgia,2002,36.96
Georgia,2003,41.19
Georgia,2004,38.82
Georgia,2005,59.36
Georgia,2006,41.09
Georgia,2007,41.16
Georgia,2008,38.79
Georgia,2009,36.29
Georgia,2010,34.28
Georgia,2011,42.01
Georgia,2012,41.85
Georgia,2013,49.93
Greece,1961,133.51
Greece,1962,129.18
Greece,1963,121.76
Greece,1964,137.77
Greece,1965,128.65
Greece,1966,141.26
Greece,1967,128.39
Greece,1968,144.46
Greece,1969,135.4
Greece,1970,126.39
Greece,1971,117.24
Greece,1972,114.59
Greece,1973,127.29
Greece,1974,131.59
Greece,1975,113.72
Greece,1976,117.86
Greece,1977,104.96
Greece,1978,100.75
Greece,1979,94.98
Greece,1980,122.61
Greece,1981,155.38
Greece,1982,132.44
Greece,1983,147.57
Greece,1984,152.53
Greece,1985,138.35
Greece,1986,128.23
Greece,1987,131.12
Greece,1988,177.46
Greece,1989,167.89
Greece,1990,165.65
Greece,1991,142.24
Greece,1992,169.91
Greece,1993,171.05
Greece,1994,179.36
Greece,1995,143.7
Greece,1996,141.77
Greece,1997,141.47
Greece,1998,138.96
Greece,1999,179.32
Greece,2000,164.82
Greece,2001,170.95
Greece,2002,166.14
Greece,2003,150.79
Greece,2004,184.91
Greece,2005,170.95
Greece,2006,151.9
Greece,2007,158.08
Greece,2008,140.29
Greece,2009,145.84
Greece,2010,123.73
Greece,2011,126.52
Greece,2012,117.36
Greece,2013,121.52
Ghana,1961,91.29
Ghana,1962,89.38
Ghana,1963,92.45
Ghana,1964,89.58
Ghana,1965,91.62
Ghana,1966,91.71
Ghana,1967,96.11
Ghana,1968,98.76
Ghana,1969,102.53
Ghana,1970,107.22
Ghana,1971,106.34
Ghana,1972,102.37
Ghana,1973,111.13
Ghana,1974,116.92
Ghana,1975,136.23
Ghana,1976,128.34
Ghana,1977,92.84
Ghana,1978,87.96
Ghana,1979,75.62
Ghana,1980,81.21
Ghana,1981,84.73
Ghana,1982,75.12
Ghana,1983,72.9
Ghana,1984,103.35
Ghana,1985,106.89
Ghana,1986,85.12
Ghana,1987,81.89
Ghana,1988,87.49
Ghana,1989,74.66
Ghana,1990,56.19
Ghana,1991,79.88
Ghana,1992,73.17
Ghana,1993,86.06
Ghana,1994,93.97
Ghana,1995,103.67
Ghana,1996,114.54
Ghana,1997,112.16
Ghana,1998,115.66
Ghana,1999,119.81
Ghana,2000,112.87
Ghana,2001,117.68
Ghana,2002,124.54
Ghana,2003,125.53
Ghana,2004,128.69
Ghana,2005,146.68
Ghana,2006,145.58
Ghana,2007,162.8
Ghana,2008,165.18
Ghana,2009,171.86
Ghana,2010,170.4
Ghana,2011,190.08
Ghana,2012,193.15
Ghana,2013,196.19
Grenada,1961,131.85
Grenada,1962,133.43
Grenada,1963,136.71
Grenada,1964,139.3
Grenada,1965,140.34
Grenada,1966,149.39
Grenada,1967,147.7
Grenada,1968,143.46
Grenada,1969,140.07
Grenada,1970,138.22
Grenada,1971,144.77
Grenada,1972,143.76
Grenada,1973,150.51
Grenada,1974,137.96
Grenada,1975,130.08
Grenada,1976,131.72
Grenada,1977,134.39
Grenada,1978,154.53
Grenada,1979,155.17
Grenada,1980,146.94
Grenada,1981,145.96
Grenada,1982,145.06
Grenada,1983,129.58
Grenada,1984,124.75
Grenada,1985,119.86
Grenada,1986,111.78
Grenada,1987,148.95
Grenada,1988,146.46
Grenada,1989,154.96
Grenada,1990,154.36
Grenada,1991,152.47
Grenada,1992,147.43
Grenada,1993,150.34
Grenada,1994,163.57
Grenada,1995,159.16
Grenada,1996,169.77
Grenada,1997,170.1
Grenada,1998,191.3
Grenada,1999,217.67
Grenada,2000,147.48
Grenada,2001,133.15
Grenada,2002,162.55
Grenada,2003,185.75
Grenada,2004,158.46
Grenada,2005,145.86
Grenada,2006,158.89
Grenada,2007,165.85
Grenada,2008,143.26
Grenada,2009,124.93
Grenada,2010,138.25
Grenada,2011,131.52
Grenada,2012,139.41
Grenada,2013,147.41
Guinea-Bissau,1961,43.77
Guinea-Bissau,1962,43.62
Guinea-Bissau,1963,43.38
Guinea-Bissau,1964,45.27
Guinea-Bissau,1965,45.07
Guinea-Bissau,1966,43.66
Guinea-Bissau,1967,44.17
Guinea-Bissau,1968,43.86
Guinea-Bissau,1969,44.45
Guinea-Bissau,1970,44.79
Guinea-Bissau,1971,44.77
Guinea-Bissau,1972,44.14
Guinea-Bissau,1973,44.38
Guinea-Bissau,1974,42.19
Guinea-Bissau,1975,42.54
Guinea-Bissau,1976,42.51
Guinea-Bissau,1977,43.14
Guinea-Bissau,1978,41.79
Guinea-Bissau,1979,44.22
Guinea-Bissau,1980,45.93
Guinea-Bissau,1981,43.54
Guinea-Bissau,1982,43.72
Guinea-Bissau,1983,44.18
Guinea-Bissau,1984,44.51
Guinea-Bissau,1985,44.45
Guinea-Bissau,1986,45.61
Guinea-Bissau,1987,48.41
Guinea-Bissau,1988,49.1
Guinea-Bissau,1989,50.47
Guinea-Bissau,1990,50.79
Guinea-Bissau,1991,52.64
Guinea-Bissau,1992,53.06
Guinea-Bissau,1993,53.28
Guinea-Bissau,1994,52.93
Guinea-Bissau,1995,52.81
Guinea-Bissau,1996,53.6
Guinea-Bissau,1997,53.47
Guinea-Bissau,1998,55.19
Guinea-Bissau,1999,55.68
Guinea-Bissau,2000,53.31
Guinea-Bissau,2001,52.46
Guinea-Bissau,2002,52.77
Guinea-Bissau,2003,49.44
Guinea-Bissau,2004,50.78
Guinea-Bissau,2005,53.08
Guinea-Bissau,2006,53.07
Guinea-Bissau,2007,49.05
Guinea-Bissau,2008,49.23
Guinea-Bissau,2009,51.63
Guinea-Bissau,2010,51.3
Guinea-Bissau,2011,52.14
Guinea-Bissau,2012,52.61
Guinea-Bissau,2013,52.1
Guinea,1961,106.69
Guinea,1962,116.16
Guinea,1963,102.86
Guinea,1964,109.72
Guinea,1965,112.84
Guinea,1966,105.1
Guinea,1967,110.96
Guinea,1968,106.03
Guinea,1969,110.13
Guinea,1970,104.02
Guinea,1971,112.02
Guinea,1972,115.56
Guinea,1973,114.47
Guinea,1974,109.38
Guinea,1975,110.06
Guinea,1976,119.39
Guinea,1977,114.57
Guinea,1978,110.29
Guinea,1979,128.83
Guinea,1980,127.53
Guinea,1981,120.76
Guinea,1982,116.52
Guinea,1983,118.5
Guinea,1984,121.91
Guinea,1985,121.46
Guinea,1986,120.33
Guinea,1987,118.1
Guinea,1988,115.02
Guinea,1989,119.18
Guinea,1990,121.76
Guinea,1991,114.91
Guinea,1992,120.6
Guinea,1993,111.68
Guinea,1994,114.99
Guinea,1995,108.05
Guinea,1996,104.57
Guinea,1997,101.44
Guinea,1998,102.3
Guinea,1999,106.99
Guinea,2000,97.62
Guinea,2001,102.56
Guinea,2002,108.88
Guinea,2003,109.69
Guinea,2004,110.6
Guinea,2005,109.39
Guinea,2006,98.62
Guinea,2007,96.63
Guinea,2008,95.87
Guinea,2009,99.1
Guinea,2010,95.64
Guinea,2011,94.87
Guinea,2012,94.1
Guinea,2013,86.68
Guatemala,1961,36.32
Guatemala,1962,36.98
Guatemala,1963,37.87
Guatemala,1964,38.09
Guatemala,1965,37.41
Guatemala,1966,38.42
Guatemala,1967,37.95
Guatemala,1968,37.93
Guatemala,1969,36.32
Guatemala,1970,35.58
Guatemala,1971,35.62
Guatemala,1972,35.23
Guatemala,1973,35.37
Guatemala,1974,35.57
Guatemala,1975,36.08
Guatemala,1976,32.42
Guatemala,1977,33.73
Guatemala,1978,33.37
Guatemala,1979,30.73
Guatemala,1980,32.81
Guatemala,1981,41.47
Guatemala,1982,44.51
Guatemala,1983,43.22
Guatemala,1984,41.76
Guatemala,1985,46.27
Guatemala,1986,45.31
Guatemala,1987,44
Guatemala,1988,46.77
Guatemala,1989,50.73
Guatemala,1990,52.27
Guatemala,1991,49.12
Guatemala,1992,42.86
Guatemala,1993,60.2
Guatemala,1994,62.99
Guatemala,1995,68.19
Guatemala,1996,68.95
Guatemala,1997,70.14
Guatemala,1998,72.74
Guatemala,1999,69.79
Guatemala,2000,67.53
Guatemala,2001,59.59
Guatemala,2002,67.93
Guatemala,2003,55.9
Guatemala,2004,57.64
Guatemala,2005,66.09
Guatemala,2006,72.15
Guatemala,2007,66.6
Guatemala,2008,66.46
Guatemala,2009,68.63
Guatemala,2010,68.19
Guatemala,2011,68.01
Guatemala,2012,63.59
Guatemala,2013,59.99
Honduras,1961,100.9
Honduras,1962,92.98
Honduras,1963,85.48
Honduras,1964,85.15
Honduras,1965,83.07
Honduras,1966,90.4
Honduras,1967,100.19
Honduras,1968,96.8
Honduras,1969,94.8
Honduras,1970,91.07
Honduras,1971,90.88
Honduras,1972,91.5
Honduras,1973,91.99
Honduras,1974,93.3
Honduras,1975,89.35
Honduras,1976,88.61
Honduras,1977,90.12
Honduras,1978,92.31
Honduras,1979,92.32
Honduras,1980,86.51
Honduras,1981,90.88
Honduras,1982,92.76
Honduras,1983,95.35
Honduras,1984,89
Honduras,1985,88.87
Honduras,1986,85.74
Honduras,1987,83.78
Honduras,1988,87.61
Honduras,1989,85.02
Honduras,1990,70.63
Honduras,1991,73.38
Honduras,1992,78.9
Honduras,1993,84.18
Honduras,1994,89.13
Honduras,1995,85.94
Honduras,1996,92.05
Honduras,1997,104.43
Honduras,1998,74.81
Honduras,1999,63.53
Honduras,2000,45.77
Honduras,2001,48.74
Honduras,2002,71.38
Honduras,2003,73.65
Honduras,2004,72.05
Honduras,2005,65.36
Honduras,2006,69.84
Honduras,2007,68.76
Honduras,2008,68.35
Honduras,2009,76.96
Honduras,2010,72.53
Honduras,2011,78.27
Honduras,2012,89.31
Honduras,2013,86.41
Haiti,1961,111.69
Haiti,1962,111.92
Haiti,1963,113.32
Haiti,1964,114.68
Haiti,1965,114.75
Haiti,1966,115.63
Haiti,1967,117.15
Haiti,1968,119.08
Haiti,1969,120.27
Haiti,1970,121.62
Haiti,1971,122.26
Haiti,1972,123.07
Haiti,1973,124.6
Haiti,1974,125.99
Haiti,1975,125.2
Haiti,1976,125.6
Haiti,1977,122.67
Haiti,1978,124.42
Haiti,1979,126.59
Haiti,1980,126.02
Haiti,1981,127.55
Haiti,1982,126.78
Haiti,1983,125.99
Haiti,1984,125.99
Haiti,1985,125.08
Haiti,1986,119.89
Haiti,1987,118.24
Haiti,1988,109.67
Haiti,1989,110.06
Haiti,1990,104.94
Haiti,1991,95.12
Haiti,1992,83.82
Haiti,1993,71.07
Haiti,1994,80.49
Haiti,1995,77.18
Haiti,1996,76.67
Haiti,1997,75.94
Haiti,1998,80.52
Haiti,1999,80.31
Haiti,2000,86.81
Haiti,2001,80.44
Haiti,2002,80.54
Haiti,2003,79.41
Haiti,2004,79.5
Haiti,2005,79.43
Haiti,2006,76.77
Haiti,2007,81.7
Haiti,2008,69.07
Haiti,2009,75.29
Haiti,2010,68.43
Haiti,2011,66.55
Haiti,2012,66.9
Haiti,2013,66
Guyana,1961,53.83
Guyana,1962,55.04
Guyana,1963,53.34
Guyana,1964,62.1
Guyana,1965,64.71
Guyana,1966,72.59
Guyana,1967,60
Guyana,1968,55.8
Guyana,1969,55.38
Guyana,1970,54.53
Guyana,1971,57.93
Guyana,1972,56.85
Guyana,1973,59.68
Guyana,1974,35.57
Guyana,1975,44.74
Guyana,1976,44.55
Guyana,1977,57.62
Guyana,1978,48.65
Guyana,1979,36.5
Guyana,1980,36.58
Guyana,1981,38.67
Guyana,1982,43.05
Guyana,1983,45.27
Guyana,1984,56.93
Guyana,1985,68.2
Guyana,1986,69.46
Guyana,1987,63.99
Guyana,1988,67.93
Guyana,1989,69.44
Guyana,1990,59.93
Guyana,1991,58.35
Guyana,1992,64.85
Guyana,1993,67.11
Guyana,1994,80.9
Guyana,1995,79.14
Guyana,1996,64.73
Guyana,1997,65.67
Guyana,1998,46.52
Guyana,1999,52.77
Guyana,2000,88.39
Guyana,2001,84.23
Guyana,2002,67.35
Guyana,2003,53.49
Guyana,2004,41.54
Guyana,2005,61.21
Guyana,2006,42.7
Guyana,2007,42.63
Guyana,2008,37.27
Guyana,2009,48.95
Guyana,2010,50.84
Guyana,2011,39.24
Guyana,2012,45.14
Guyana,2013,56.7
Hungary,1961,58.07
Hungary,1962,58.77
Hungary,1963,57.17
Hungary,1964,56.85
Hungary,1965,49.62
Hungary,1966,58.34
Hungary,1967,62.17
Hungary,1968,63.91
Hungary,1969,64.76
Hungary,1970,67.7
Hungary,1971,64.96
Hungary,1972,64.2
Hungary,1973,67.08
Hungary,1974,67.32
Hungary,1975,65.12
Hungary,1976,64.41
Hungary,1977,66.63
Hungary,1978,69.26
Hungary,1979,65.46
Hungary,1980,67.66
Hungary,1981,65.08
Hungary,1982,68.91
Hungary,1983,66.7
Hungary,1984,65.34
Hungary,1985,63.8
Hungary,1986,65.73
Hungary,1987,64.91
Hungary,1988,65.87
Hungary,1989,66.3
Hungary,1990,66.33
Hungary,1991,64.7
Hungary,1992,69.03
Hungary,1993,71.81
Hungary,1994,67.34
Hungary,1995,53.81
Hungary,1996,63.37
Hungary,1997,58.55
Hungary,1998,64.04
Hungary,1999,69.05
Hungary,2000,67.61
Hungary,2001,58.66
Hungary,2002,65.63
Hungary,2003,74.64
Hungary,2004,84.57
Hungary,2005,80.86
Hungary,2006,93.65
Hungary,2007,73.64
Hungary,2008,61.99
Hungary,2009,82.24
Hungary,2010,65.51
Hungary,2011,51.76
Hungary,2012,71.19
Hungary,2013,58.38
Hong Kong,1961,32.38
Hong Kong,1962,34.49
Hong Kong,1963,37.35
Hong Kong,1964,38.76
Hong Kong,1965,45.52
Hong Kong,1966,48.62
Hong Kong,1967,50.92
Hong Kong,1968,55.76
Hong Kong,1969,59.78
Hong Kong,1970,66.51
Hong Kong,1971,69.83
Hong Kong,1972,71.04
Hong Kong,1973,71.48
Hong Kong,1974,69.89
Hong Kong,1975,73.07
Hong Kong,1976,69.15
Hong Kong,1977,73.58
Hong Kong,1978,82.27
Hong Kong,1979,70.93
Hong Kong,1980,75.95
Hong Kong,1981,74.45
Hong Kong,1982,71.48
Hong Kong,1983,74.05
Hong Kong,1984,70.15
Hong Kong,1985,74.74
Hong Kong,1986,78.13
Hong Kong,1987,79.71
Hong Kong,1988,75.3
Hong Kong,1989,75.08
Hong Kong,1990,76.34
Hong Kong,1991,75.27
Hong Kong,1992,82.96
Hong Kong,1993,89.33
Hong Kong,1994,89.75
Hong Kong,1995,91.62
Hong Kong,1996,86.07
Hong Kong,1997,96.94
Hong Kong,1998,91.6
Hong Kong,1999,87.21
Hong Kong,2000,85.83
Hong Kong,2001,88.6
Hong Kong,2002,89.15
Hong Kong,2003,87.33
Hong Kong,2004,76.41
Hong Kong,2005,82.07
Hong Kong,2006,95.14
Hong Kong,2007,90.92
Hong Kong,2008,82.04
Hong Kong,2009,77.57
Hong Kong,2010,76.45
Hong Kong,2011,79.22
Hong Kong,2012,79.53
Hong Kong,2013,79.68
Iceland,1961,41.42
Iceland,1962,43.77
Iceland,1963,45.1
Iceland,1964,51.02
Iceland,1965,50.13
Iceland,1966,52.59
Iceland,1967,50.62
Iceland,1968,51.6
Iceland,1969,45.88
Iceland,1970,49.52
Iceland,1971,48.11
Iceland,1972,53.75
Iceland,1973,55.32
Iceland,1974,53.56
Iceland,1975,51.95
Iceland,1976,58.91
Iceland,1977,61.86
Iceland,1978,62.2
Iceland,1979,63.63
Iceland,1980,61.6
Iceland,1981,63.18
Iceland,1982,63.86
Iceland,1983,59.11
Iceland,1984,60.55
Iceland,1985,54.35
Iceland,1986,62.59
Iceland,1987,67.96
Iceland,1988,100.01
Iceland,1989,95.69
Iceland,1990,80.67
Iceland,1991,87.04
Iceland,1992,90.11
Iceland,1993,89.92
Iceland,1994,85.43
Iceland,1995,82.14
Iceland,1996,81.28
Iceland,1997,84.42
Iceland,1998,82.72
Iceland,1999,87.17
Iceland,2000,99.31
